"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","GFP-A","Ratio: GFP-A_mCherry-A","mCherry-A","Time"
171630.000000,174983.000000,64280.210938,143880.062500,92595.000000,101834.054688,4559.469727,262143.000000,9471.120117,0.163265
132737.500000,148300.000000,58658.699219,64039.058594,44748.000000,93788.859375,6793.370117,262143.000000,7929.080078,0.164312
139736.500000,134670.000000,68001.578125,104872.257813,62462.000000,110033.445313,639.020020,262143.000000,1966.119995,0.165358
145219.500000,159096.000000,59819.890625,86447.476563,57244.000000,98969.710938,3528.849854,262143.000000,6435.679688,0.166405
151500.500000,118705.000000,83642.109375,88087.750000,46965.000000,122919.585938,768.070007,262143.000000,2459.359863,0.166405
116722.000000,123501.000000,61938.710938,60811.917969,40029.000000,99562.070313,179.779999,262143.000000,1608.919922,0.167452
97627.000000,100593.000000,63603.656250,99704.031250,69153.000000,94489.078125,3243.159912,262143.000000,2583.239990,0.167452
121197.000000,127717.000000,62190.363281,78165.140625,52821.000000,96980.953125,222.500000,262143.000000,2816.560059,0.167452
174342.000000,106947.000000,106834.953125,180101.281250,79735.000000,148029.343750,1925.959961,262143.000000,1778.400024,0.168498
176884.500000,171556.000000,67571.531250,161455.781250,91488.000000,115656.335938,154.860001,262143.000000,151.240005,0.171638
129088.500000,119414.000000,70845.492188,113709.960938,73986.000000,100723.054688,2467.969971,262143.000000,2283.800049,0.172684
109679.000000,87045.000000,82577.093750,96347.835938,55297.000000,114187.960938,64.970001,262143.000000,20.520000,0.174778
117061.500000,109885.000000,69816.109375,149184.468750,101129.000000,96678.031250,170.880005,262143.000000,1271.479980,0.174778
165097.000000,168840.000000,64083.140625,84837.468750,57212.000000,97180.804688,1808.479980,262143.000000,1218.280029,0.174778
126000.500000,131383.000000,62851.125000,89679.070313,58567.000000,100350.156250,3154.159912,262143.000000,3924.639893,0.175824
141002.500000,138621.000000,66661.906250,57670.218750,39021.000000,96857.468750,3396.239990,262143.000000,4994.719727,0.175824
137996.000000,143796.000000,62892.613281,81068.320313,51828.000000,102510.101563,4105.569824,262143.000000,11405.320313,0.176871
113846.000000,110593.000000,67463.687500,77983.578125,49429.000000,103395.414063,286.579987,262143.000000,3005.800049,0.176871
120288.500000,134023.000000,58819.957031,72864.296875,47699.000000,100111.843750,51.619999,262143.000000,163.399994,0.177917
149063.000000,167419.000000,58350.566406,74080.039063,51115.000000,94980.132813,1234.429932,262143.000000,4034.839844,0.181057
193382.000000,166421.000000,76153.148438,121437.828125,55537.000000,143301.750000,5834.839844,262143.000000,4208.879883,0.181057
141273.500000,144685.000000,63990.738281,77187.031250,54681.000000,92509.820313,1401.750000,262143.000000,240.160004,0.181057
138638.000000,106208.000000,85547.046875,74501.898438,54784.000000,89123.765625,2852.449951,262143.000000,4161.000000,0.181057
141175.500000,147072.000000,62908.492188,105893.085938,69028.000000,100536.148438,1911.719971,262143.000000,5966.000000,0.183150
176974.500000,175202.000000,66199.023438,136308.843750,82658.000000,108073.460938,451.229980,262143.000000,273.600006,0.186290
112641.500000,110788.000000,66632.429688,80627.765625,49476.000000,106799.679688,564.260010,262143.000000,3137.280029,0.186290
122888.500000,127700.000000,63066.726563,143570.343750,94548.000000,99515.875000,5882.899902,262143.000000,2288.359863,0.187336
65333.500000,74776.000000,57260.300781,99321.328125,74092.000000,87851.898438,956.750000,262143.000000,4159.479980,0.187336
168312.500000,172344.000000,64002.968750,89921.148438,62312.000000,94573.640625,83.659996,262143.000000,1882.520020,0.190476
138311.000000,126952.000000,71399.820313,66471.429688,39208.000000,111106.703125,177.110001,262143.000000,512.239990,0.191523
128095.500000,113595.000000,73901.726563,137412.437500,86587.000000,104004.773438,134.389999,262143.000000,1243.359985,0.192569
